club_name,country,player_name,age,position,club_involved_name,club_involved_country,transfer_movement,transfer_period,year,id
Al-Adalah FC,Saudi Arabia,Youssef Fouzai,31.0,Attacking Midfield,Al-Ain FC,Saudi Arabia,out,Summer,2019,5663
Al-Adalah FC,Saudi Arabia,Bilel Souissi,33.0,Goalkeeper,US Ben Guerdane,Tunisia,out,Summer,2019,5664
Al-Adalah FC,Saudi Arabia,Selemani Ndikumana,32.0,Centre-Forward,Azam FC,Brazil,out,Summer,2019,5665
Al-Adalah FC,Saudi Arabia,Léo,29.0,Centre-Forward,Al-Safa,Jordan,out,Summer,2019,5666
Al-Adalah FC,Saudi Arabia,Yassine Boufalgha,29.0,Centre-Back,Al-Jeel,Saudi Arabia,out,Summer,2019,5667
Al-Adalah FC,Saudi Arabia,Martial Yao,29.0,Central Midfield,Fujairah SC,United Arab Emirates,out,Summer,2019,5668
Al-Adalah FC,Saudi Arabia,Abdalaziz Al-Bhrany,0.0,Midfield,Free Agent,Free Agent,out,Summer,2019,5669
Al-Adalah FC,Saudi Arabia,Majed Obaid Al-Qahtani,28.0,Midfield,,,out,Summer,2019,5670
Al-Adalah FC,Saudi Arabia,Talal Al Zahrani,37.0,Defensive Midfield,Retired,Retired,out,Summer,2019,5671
Al-Adalah FC,Saudi Arabia,Hussin Al-Khalifah,0.0,Midfield,Free Agent,Free Agent,out,Summer,2019,5672
Al-Adalah FC,Saudi Arabia,Moctar Fall,30.0,Defensive Midfield,Free Agent,Free Agent,out,Summer,2019,5673
Al-Adalah FC,Saudi Arabia,Adama Traoré,25.0,Right Winger,FC Metz,France,out,Summer,2019,5674
Al-Fayha FC,Saudi Arabia,Samuel Owusu,23.0,Right Winger,Čukarički,Serbia,in,Summer,2019,5675
Al-Fayha FC,Saudi Arabia,Othman Al-Haj,25.0,Centre-Forward,Al-Ahli SFC,Saudi Arabia,in,Summer,2019,5676
Al-Fayha FC,Saudi Arabia,Arsénio,29.0,Left Winger,Moreirense,Portugal,in,Summer,2019,5677
Al-Fayha FC,Saudi Arabia,Muhannad Fallatah,23.0,Central Midfield,Al-Hilal,Saudi Arabia,in,Summer,2019,5678
Al-Fayha FC,Saudi Arabia,Omar Al-Mazial,26.0,Right-Back,Ittihad Club,Saudi Arabia,in,Summer,2019,5679
Al-Fayha FC,Saudi Arabia,Amer Shafi,37.0,Goalkeeper,Shabab Al-Ordon,Jordan,in,Summer,2019,5680
Al-Fayha FC,Saudi Arabia,Bander Al-Mutairi,29.0,Left-Back,Al-Batin,Saudi Arabia,in,Summer,2019,5681
Al-Fayha FC,Saudi Arabia,Hamad Al-Juahaim,31.0,Centre-Forward,Al-Fateh,Saudi Arabia,in,Summer,2019,5682
Al-Fayha FC,Saudi Arabia,Muhand Awad,27.0,Centre-Forward,Al-Kawkab,Saudi Arabia,in,Summer,2019,5683
Al-Fayha FC,Saudi Arabia,Othman Al-Haj,25.0,Centre-Forward,Al-Ahli SFC,Saudi Arabia,in,Summer,2019,5684
Al-Fayha FC,Saudi Arabia,Hani Al-Sebyani,20.0,Left-Back,Al-Ahli SFC,Saudi Arabia,in,Summer,2019,5685
Al-Fayha FC,Saudi Arabia,Rafael Assis,28.0,Defensive Midfield,Braga B,Venezuela,in,Summer,2019,5686
Al-Fayha FC,Saudi Arabia,Neto,27.0,Central Midfield,São Caetano,San Marino,in,Summer,2019,5687
Al-Fayha FC,Saudi Arabia,Safi Al-Zaqarty,20.0,Centre-Forward,Al-Ahli SFC U23,Saudi Arabia,in,Summer,2019,5688
Al-Fayha FC,Saudi Arabia,Talal Majrashi,28.0,Right Winger,Al-Ain FC,Saudi Arabia,in,Summer,2019,5689
Al-Fayha FC,Saudi Arabia,Ahmed Emad Eldin,26.0,Centre-Back,Abha,Saudi Arabia,in,Summer,2019,5690
Al-Fayha FC,Saudi Arabia,Awn Al-Saluli,20.0,Centre-Back,Ittihad Club,Saudi Arabia,in,Summer,2019,5691
Al-Fayha FC,Saudi Arabia,Abdullah Al-Salem,26.0,Centre-Forward,Al-Nassr,Saudi Arabia,in,Summer,2019,5692
Al-Fayha FC,Saudi Arabia,Ronnie Fernández,28.0,Centre-Forward,Al-Nasr SC,Saudi Arabia,in,Summer,2019,5693
Al-Fayha FC,Saudi Arabia,Muteb Al-Najrani,28.0,Second Striker,Al-Kawkab,Saudi Arabia,in,Summer,2019,5694
Al-Fayha FC,Saudi Arabia,Abdulaziz Majrashi,27.0,Right-Back,Al-Kawkab,Saudi Arabia,in,Summer,2019,5695
Al-Fayha FC,Saudi Arabia,Mutaz Tmbacti,25.0,Defensive Midfield,Ohod Club,Saudi Arabia,in,Summer,2019,5696
Al-Fayha FC,Saudi Arabia,Abdulaziz Al-Mansour,28.0,Left-Back,Al-Kawkab,Saudi Arabia,in,Summer,2019,5697
Al-Fayha FC,Saudi Arabia,Hatem Bilal,25.0,Centre-Back,Al-Qadsiah FC,Saudi Arabia,in,Summer,2019,5698
Al-Fayha FC,Saudi Arabia,Abdulaziz Majrashi,28.0,Right-Back,Al-Adalah,Saudi Arabia,out,Summer,2019,5699
Al-Fayha FC,Saudi Arabia,Amine Chermiti,31.0,Centre-Forward,Mumbai City,India,out,Summer,2019,5700
Al-Fayha FC,Saudi Arabia,Daifallah Al-Qarni,30.0,Defensive Midfield,Al-Batin,Saudi Arabia,out,Summer,2019,5701
Al-Fayha FC,Saudi Arabia,Nahir Besara,28.0,Central Midfield,Pafos FC,France,out,Summer,2019,5702
Al-Fayha FC,Saudi Arabia,Tawfiq Buhumaid,31.0,Left-Back,Al-Fateh,Saudi Arabia,out,Summer,2019,5703
Al-Fayha FC,Saudi Arabia,Muteb Al-Najrani,28.0,Second Striker,Khaleej,Saudi Arabia,out,Summer,2019,5704
Al-Fayha FC,Saudi Arabia,Alexandros Tziolis,34.0,Defensive Midfield,Free Agent,Free Agent,out,Summer,2019,5705
Al-Fayha FC,Saudi Arabia,Hatem Bilal,25.0,Centre-Back,Al-Wehda,Saudi Arabia,out,Summer,2019,5706
Al-Fayha FC,Saudi Arabia,Abdullah Al-Salem,26.0,Centre-Forward,Free Agent,Free Agent,out,Summer,2019,5707
Al-Fayha FC,Saudi Arabia,Mohammed Qasem,24.0,Left-Back,Ittihad Club,Saudi Arabia,out,Summer,2019,5708
Al-Fayha FC,Saudi Arabia,Hani Al-Sebyani,20.0,Left-Back,Al-Ahli SFC,Saudi Arabia,out,Summer,2019,5709
Al-Fayha FC,Saudi Arabia,Naif Kireiri,21.0,Right-Back,Al-Hilal U23,Saudi Arabia,out,Summer,2019,5710
Al-Fayha FC,Saudi Arabia,Hussain Al-Nakhli,24.0,Left Winger,Ittihad Club,Saudi Arabia,out,Summer,2019,5711
Al-Fayha FC,Saudi Arabia,Iury Castilho,23.0,Centre-Forward,Al-Nasr SC,Saudi Arabia,out,Summer,2019,5712
Al-Fayha FC,Saudi Arabia,Danilo Asprilla,30.0,Right Winger,Al-Ain FC,Saudi Arabia,out,Summer,2019,5713
Al-Fayha FC,Saudi Arabia,Amer Shafi,37.0,Goalkeeper,Shabab Al-Ordon,Jordan,out,Summer,2019,5714
Al-Fayha FC,Saudi Arabia,Omar Al-Mazial,26.0,Right-Back,Ittihad Club,Saudi Arabia,out,Summer,2019,5715
Al-Fayha FC,Saudi Arabia,Muhannad Fallatah,23.0,Central Midfield,Al-Hilal,Saudi Arabia,out,Summer,2019,5716
Al-Fayha FC,Saudi Arabia,Rami Bedoui,29.0,Centre-Back,ES Sahel,France,out,Summer,2019,5717
Al-Fayha FC,Saudi Arabia,Omar Al-Oudah,20.0,Right-Back,Al-Hilal,Saudi Arabia,out,Summer,2019,5718
Al-Fayha FC,Saudi Arabia,Majed Al-Najrani,26.0,Defensive Midfield,Al-Hilal,Saudi Arabia,out,Summer,2019,5719
Al-Ettifaq FC,Saudi Arabia,Naïm Sliti,27.0,Left Winger,Dijon,France,in,Summer,2019,5720
Al-Ettifaq FC,Saudi Arabia,Souleymane Doukara,27.0,Centre-Forward,Antalyaspor,Turkey,in,Summer,2019,5721
Al-Ettifaq FC,Saudi Arabia,Abdullah Khateeb,24.0,Centre-Back,Al-Ahli SFC,Saudi Arabia,in,Summer,2019,5722
Al-Ettifaq FC,Saudi Arabia,Majed Al-Najrani,26.0,Defensive Midfield,Al-Hilal,Saudi Arabia,in,Summer,2019,5723
Al-Ettifaq FC,Saudi Arabia,Oussama Haddadi,27.0,Centre-Back,Dijon,France,in,Summer,2019,5724
Al-Ettifaq FC,Saudi Arabia,Cédric Yambéré,28.0,Centre-Back,Dijon,France,in,Summer,2019,5725
Al-Ettifaq FC,Saudi Arabia,Rogerinho,32.0,Attacking Midfield,Al-Faisaly FC,Saudi Arabia,in,Summer,2019,5726
Al-Ettifaq FC,Saudi Arabia,Saleh Jamaan Al-Amri,25.0,Left Winger,Al-Wehda,Saudi Arabia,in,Summer,2019,5727
Al-Ettifaq FC,Saudi Arabia,Abdulaziz Al-Wasli,23.0,Defence,Al-Sahel Club,Saudi Arabia,in,Summer,2019,5728
Al-Ettifaq FC,Saudi Arabia,Faisal Al-Jamaan,33.0,Centre-Forward,Hajer,Saudi Arabia,in,Summer,2019,5729
Al-Ettifaq FC,Saudi Arabia,Hamed Al-Ghamdi,20.0,Attacking Midfield,Al-Ettifaq U23,Saudi Arabia,in,Summer,2019,5730
Al-Ettifaq FC,Saudi Arabia,Mohammed Al-Subaie,24.0,Defensive Midfield,Ban,Ban,in,Summer,2019,5731
Al-Ettifaq FC,Saudi Arabia,Abdulaziz Majrashi,23.0,Defensive Midfield,Al-Batin,Saudi Arabia,in,Summer,2019,5732
Al-Ettifaq FC,Saudi Arabia,Fawaz Al-Torais,22.0,Left Winger,Khaleej,Saudi Arabia,in,Summer,2019,5733
Al-Ettifaq FC,Saudi Arabia,Osama Al-Saleem,0.0,Left-Back,Al-Kawkab,Saudi Arabia,in,Summer,2019,5734
Al-Ettifaq FC,Saudi Arabia,Osama Al-Khalaf,22.0,Right-Back,Al-Hazem,Saudi Arabia,in,Summer,2019,5735
Al-Ettifaq FC,Saudi Arabia,Mohammed Al-Saiari,26.0,Centre-Forward,Al-Hazem,Saudi Arabia,in,Summer,2019,5736
Al-Ettifaq FC,Saudi Arabia,Faisal Osman Abu Bakr,22.0,Centre-Back,Al-Jeel,Saudi Arabia,in,Summer,2019,5737
Al-Ettifaq FC,Saudi Arabia,Abdulrahman Al-Oboud,24.0,Right Winger,Ittihad Club,Saudi Arabia,out,Summer,2019,5738
Al-Ettifaq FC,Saudi Arabia,Ramón Arias,27.0,Centre-Back,San Lorenzo,Argentina,out,Summer,2019,5739
Al-Ettifaq FC,Saudi Arabia,Ahmed Akaichi,30.0,Centre-Forward,Al-Ahed,Jordan,out,Summer,2019,5740
Al-Ettifaq FC,Saudi Arabia,Brahian Alemán,29.0,Attacking Midfield,Gimnasia,Argentina,out,Summer,2019,5741
Al-Ettifaq FC,Saudi Arabia,Hasan Al-Habib,24.0,Central Midfield,Al-Hazem,Saudi Arabia,out,Summer,2019,5742
Al-Ettifaq FC,Saudi Arabia,Khalifa Masrahi,22.0,Left-Back,Al-Nahdah FC,Saudi Arabia,out,Summer,2019,5743
Al-Ettifaq FC,Saudi Arabia,Nawaf Bo Amer,21.0,Defence,Al-Nojoom FC,Saudi Arabia,out,Summer,2019,5744
Al-Ettifaq FC,Saudi Arabia,Faisal Al-Jamaan,33.0,Centre-Forward,Al-Ain FC,Saudi Arabia,out,Summer,2019,5745
Al-Ettifaq FC,Saudi Arabia,Osama Al-Khalaf,22.0,Right-Back,Al-Hazem,Saudi Arabia,out,Summer,2019,5746
Al-Ettifaq FC,Saudi Arabia,Abdulaziz Al-Dawsari,30.0,Left Midfield,Al-Faisaly FC,Saudi Arabia,out,Summer,2019,5747
Al-Ettifaq FC,Saudi Arabia,Mohammed Al-Saiari,26.0,Centre-Forward,Al-Wehda,Saudi Arabia,out,Summer,2019,5748
Al-Ettifaq FC,Saudi Arabia,Ahmad Al-Hbeab,26.0,Centre-Back,Abha,Saudi Arabia,out,Summer,2019,5749
Al-Ettifaq FC,Saudi Arabia,Abdulaziz Al-Wasli,23.0,Defence,,,out,Summer,2019,5750
Al-Ettifaq FC,Saudi Arabia,Abdulaziz Majrashi,23.0,Defensive Midfield,Al-Hazem,Saudi Arabia,out,Summer,2019,5751
Al-Ettifaq FC,Saudi Arabia,Fakhreddine Ben Youssef,28.0,Centre-Forward,Free Agent,Free Agent,out,Summer,2019,5752
Al-Ettifaq FC,Saudi Arabia,Abdullah Al-Hafith,26.0,Centre-Back,Al-Hilal,Saudi Arabia,out,Summer,2019,5753
Al-Ettifaq FC,Saudi Arabia,Cristian Guanca,26.0,Attacking Midfield,CA Colon,Bolivia,out,Summer,2019,5754
Al-Ettifaq FC,Saudi Arabia,Hussein El Sayed,27.0,Left-Back,El Ahly,Egypt,out,Summer,2019,5755
Al-Ahli SFC,Saudi Arabia,Marko Marin,30.0,Attacking Midfield,Red Star,Serbia,in,Winter,2019,5756
Al-Ahli SFC,Saudi Arabia,Mazen Abusharara,28.0,Centre-Forward,Damac FC,Saudi Arabia,in,Winter,2019,5757
Al-Ahli SFC,Saudi Arabia,Ervin Zukanovic,32.0,Centre-Back,SPAL,Italy,out,Winter,2019,5758
Al-Ahli SFC,Saudi Arabia,Sultan Mandash,25.0,Right Winger,Al-Taawoun,Saudi Arabia,out,Winter,2019,5759
Al-Ahli SFC,Saudi Arabia,Khaled Al-Barakah,29.0,Left-Back,Al-Ettifaq,Saudi Arabia,out,Winter,2019,5760
Al-Faisaly FC,Saudi Arabia,Guilherme,24.0,Right Winger,Grêmio,Brazil,in,Winter,2019,5761
Al-Faisaly FC,Saudi Arabia,Mohammed Al-Saiari,26.0,Centre-Forward,Al-Wehda,Saudi Arabia,in,Winter,2019,5762
Al-Faisaly FC,Saudi Arabia,Diego Calderón,30.0,Centre-Forward,Kuwait SC,Brazil,in,Winter,2019,5763
Al-Faisaly FC,Saudi Arabia,Awadh Khrees,29.0,Right-Back,Al-Adalah,Saudi Arabia,out,Winter,2019,5764
Al-Faisaly FC,Saudi Arabia,Luisinho,28.0,Left Winger,Al-Wehda,Saudi Arabia,out,Winter,2019,5765
Al-Faisaly FC,Saudi Arabia,Abdulaziz Al-Dawsari,31.0,Left Midfield,Al-Nassr,Saudi Arabia,out,Winter,2019,5766
Al-Faisaly FC,Saudi Arabia,Hussain Al-Monassar,25.0,Central Midfield,Al-Shabab,Saudi Arabia,out,Winter,2019,5767
Al-Faisaly FC,Saudi Arabia,Diego Calderón,30.0,Centre-Forward,Al-Shorta SC,Iraq,out,Winter,2019,5768
Al-Faisaly FC,Saudi Arabia,Abdullah Al-Qahtani,23.0,Attacking Midfield,Abha,Saudi Arabia,out,Winter,2019,5769
Al-Faisaly FC,Saudi Arabia,Mohamed Al-Thani,22.0,Right Winger,Ittihad Club,Saudi Arabia,out,Winter,2019,5770
Al-Fateh SC,Saudi Arabia,Bashkim Kadrii,28.0,Centre-Forward,Odense BK,Denmark,in,Winter,2019,5771
Al-Fateh SC,Saudi Arabia,Sofiane Bendebka,27.0,Central Midfield,MC Algiers,Algeria,in,Winter,2019,5772
Al-Fateh SC,Saudi Arabia,Saith Sakala,23.0,Centre-Forward,Al-Ansar,Lebanon,in,Winter,2019,5773
Al-Fateh SC,Saudi Arabia,Sasa Jovanovic,28.0,Right Winger,Dep. La Coruña,Spain,in,Winter,2019,5774
Al-Fateh SC,Saudi Arabia,Sultan Al-Deayea,26.0,Centre-Back,Shoalah,Azerbaijan,out,Winter,2019,5775
Al-Fateh SC,Saudi Arabia,Saith Sakala,23.0,Centre-Forward,Zanaco FC,Saudi Arabia,out,Winter,2019,5776
Al-Fateh SC,Saudi Arabia,André Pinto,30.0,Centre-Back,Free Agent,Free Agent,out,Winter,2019,5777
Al-Fateh SC,Saudi Arabia,Michal Janota,29.0,Attacking Midfield,Free Agent,Free Agent,out,Winter,2019,5778
Al-Hilal SFC,Saudi Arabia,Madallah Al-Olayan,25.0,Right-Back,Al-Taawoun,Saudi Arabia,in,Winter,2019,5779
Al-Hilal SFC,Saudi Arabia,Hasan Kadesh,27.0,Left-Back,Al-Taawoun,Saudi Arabia,out,Winter,2019,5780
Al-Hilal SFC,Saudi Arabia,Thaar Al-Otaibi,20.0,Left Winger,Al-Taawoun,Saudi Arabia,out,Winter,2019,5781
Ittihad Club,Saudi Arabia,Leonardo Gil,28.0,Attacking Midfield,Rosario Central,Argentina,in,Winter,2019,5782
Ittihad Club,Saudi Arabia,Anice Badri,29.0,Right Winger,ES Tunis,Tunisia,in,Winter,2019,5783
Ittihad Club,Saudi Arabia,Bruno Uvini,28.0,Centre-Back,Al-Wakrah SC,Qatar,in,Winter,2019,5784
Ittihad Club,Saudi Arabia,Ahmed Emad Eldin,27.0,Centre-Back,Al-Fayha,Saudi Arabia,in,Winter,2019,5785
Ittihad Club,Saudi Arabia,Mohamed Al-Thani,22.0,Right Winger,Al-Faisaly FC,Saudi Arabia,in,Winter,2019,5786
Ittihad Club,Saudi Arabia,Wilfried Bony,31.0,Centre-Forward,Free Agent,Free Agent,in,Winter,2019,5787
Ittihad Club,Saudi Arabia,Hussain Al-Nakhli,24.0,Left Winger,Al-Adalah,Saudi Arabia,in,Winter,2019,5788
Ittihad Club,Saudi Arabia,Hussain Al-Nakhli,25.0,Left Winger,Al-Raed,Saudi Arabia,out,Winter,2019,5789
Ittihad Club,Saudi Arabia,Manuel da Costa,33.0,Centre-Back,Trabzonspor,Turkey,out,Winter,2019,5790
Ittihad Club,Saudi Arabia,Sékou Sanogo,30.0,Defensive Midfield,Red Star,Serbia,out,Winter,2019,5791
Ittihad Club,Saudi Arabia,Carlos Villanueva,33.0,Attacking Midfield,Al-Fayha,Saudi Arabia,out,Winter,2019,5792
Ittihad Club,Saudi Arabia,Essam Al-Muwallad,20.0,Defensive Midfield,Al-Bukiryah FC,Qatar,out,Winter,2019,5793
Ittihad Club,Saudi Arabia,Emiliano Vecchio,31.0,Attacking Midfield,Free Agent,Free Agent,out,Winter,2019,5794
Al-Hazem SC,Saudi Arabia,Karim Yoda,31.0,Right Winger,Racing de Santander,Spain,in,Winter,2019,5795
Al-Hazem SC,Saudi Arabia,Jonathan Cafu,28.0,Right Winger,G. Bordeaux,France,in,Winter,2019,5796
Al-Hazem SC,Saudi Arabia,Carlos Strandberg,23.0,Centre-Forward,Malmö FF,Sweden,in,Winter,2019,5797
Al-Hazem SC,Saudi Arabia,Nawaf Al-Farshan,21.0,Defence,Al-Nassr,Saudi Arabia,in,Winter,2019,5798
Al-Hazem SC,Saudi Arabia,Khaled Al-Lazam,20.0,Attack,Al-Mojzel,Saudi Arabia,in,Winter,2019,5799
Al-Hazem SC,Saudi Arabia,Ernest Asante,31.0,Right Winger,Fujairah SC,United Arab Emirates,out,Winter,2019,5800
Al-Hazem SC,Saudi Arabia,Abdulrahman Dagriri,29.0,Goalkeeper,Shoalah,Azerbaijan,out,Winter,2019,5801
Al-Hazem SC,Saudi Arabia,Khaled Al-Lazam,20.0,Attack,Al-Kholood,Saudi Arabia,out,Winter,2019,5802
Al-Hazem SC,Saudi Arabia,Ibrahima Tandia,26.0,Left Winger,CS Sfaxien,Tunisia,out,Winter,2019,5803
Al-Hazem SC,Saudi Arabia,Carlos Strandberg,23.0,Centre-Forward,Malmö FF,Sweden,out,Winter,2019,5804
Al-Nassr FC,Saudi Arabia,Khalid Al-Ghannam,19.0,Left Winger,Al-Qadsiah FC,Saudi Arabia,in,Winter,2019,5805
Al-Nassr FC,Saudi Arabia,Abdulaziz Al-Dawsari,31.0,Left Midfield,Al-Faisaly FC,Saudi Arabia,in,Winter,2019,5806
Al-Nassr FC,Saudi Arabia,Abdulkareem Ali Al-Muziel,20.0,Right-Back,Al-Nojoom FC,Saudi Arabia,in,Winter,2019,5807
Al-Nassr FC,Saudi Arabia,Khalid Al-Ghamdi,30.0,Right-Back,Al-Raed,Saudi Arabia,out,Winter,2019,5808
Al-Nassr FC,Saudi Arabia,Faraj Al-Ghashayan,19.0,Central Midfield,Al-Qadsiah FC,Saudi Arabia,out,Winter,2019,5809
Al-Nassr FC,Saudi Arabia,Nawaf Al-Farshan,21.0,Defence,Al-Hazem,Saudi Arabia,out,Winter,2019,5810
Al-Nassr FC,Saudi Arabia,Abdulkareem Ali Al-Muziel,20.0,Right-Back,Al-Jabalain,Saudi Arabia,out,Winter,2019,5811
Damac FC,Saudi Arabia,Emilio Zelaya,32.0,Centre-Forward,Apol. Limassol,Cyprus,in,Winter,2019,5812
Damac FC,Saudi Arabia,Najib Ammari,27.0,Attacking Midfield,FC Viitorul,Romania,in,Winter,2019,5813
Damac FC,Saudi Arabia,Murad Al-Rashidi,28.0,Left Midfield,Al-Washm,Iraq,in,Winter,2019,5814
Damac FC,Saudi Arabia,Sergio Vittor,30.0,Centre-Back,Racing Club,Argentina,in,Winter,2019,5815
Damac FC,Saudi Arabia,Abdullah Khatab,25.0,Centre-Forward,Al-Nojoom FC,Saudi Arabia,in,Winter,2019,5816
Damac FC,Saudi Arabia,Imran Ilyas Bakur Adam,24.0,Left-Back,Al-Shabab,Saudi Arabia,in,Winter,2019,5817
Damac FC,Saudi Arabia,Abdullah Al-Samti,23.0,Defensive Midfield,Al-Thoqbah,Saudi Arabia,in,Winter,2019,5818
Damac FC,Saudi Arabia,Rafael Costa,29.0,Central Midfield,Boavista,Portugal,in,Winter,2019,5819
Damac FC,Saudi Arabia,Bilel Saidani,26.0,Defensive Midfield,Al-Sailiya SC,Qatar,in,Winter,2019,5820
Damac FC,Saudi Arabia,Mohammed Harzan,31.0,Right Winger,Al-Qadsiah FC,Saudi Arabia,in,Winter,2019,5821
Damac FC,Saudi Arabia,Moustapha Zeghba,29.0,Goalkeeper,Al-Wehda,Saudi Arabia,in,Winter,2019,5822
Damac FC,Saudi Arabia,Farouk Chafaï,29.0,Centre-Back,MC Algiers,Algeria,in,Winter,2019,5823
Damac FC,Saudi Arabia,Abdullah Al-Jawaey,23.0,Left Winger,Al-Taawoun,Saudi Arabia,in,Winter,2019,5824
Damac FC,Saudi Arabia,Mansour Al-Muwallad,23.0,Centre-Forward,Al-Taawoun,Saudi Arabia,in,Winter,2019,5825
Damac FC,Saudi Arabia,Ibrahim Chenihi,29.0,Attacking Midfield,Free Agent,Free Agent,in,Winter,2019,5826
Damac FC,Saudi Arabia,Ghazi Ayadi,23.0,Central Midfield,Free Agent,Free Agent,in,Winter,2019,5827
Damac FC,Saudi Arabia,Zakaria Hadraf,29.0,Left Winger,RS Berkane,Morocco,out,Winter,2019,5828
Damac FC,Saudi Arabia,Mouhssine Iajour,34.0,Centre-Forward,RS Berkane,Morocco,out,Winter,2019,5829
Damac FC,Saudi Arabia,Jorge Fellipe,31.0,Centre-Back,Farense,Portugal,out,Winter,2019,5830
Damac FC,Saudi Arabia,Yahya Dagriri,28.0,Second Striker,Al-Anwar Club,Saudi Arabia,out,Winter,2019,5831
Damac FC,Saudi Arabia,Abdulwahab Jafar,26.0,Right Winger,Al-Tai,Saudi Arabia,out,Winter,2019,5832
Damac FC,Saudi Arabia,Mohammed Abusabaan,30.0,Defensive Midfield,Al-Taawoun,Saudi Arabia,out,Winter,2019,5833
Damac FC,Saudi Arabia,Chamseddine Rahmani,29.0,Goalkeeper,CS Constantine,Algeria,out,Winter,2019,5834
Damac FC,Saudi Arabia,Mazen Abusharara,28.0,Centre-Forward,Al-Ahli SFC,Saudi Arabia,out,Winter,2019,5835
Damac FC,Saudi Arabia,Abdullah Khatab,25.0,Centre-Forward,Al-Mojzel,Saudi Arabia,out,Winter,2019,5836
Damac FC,Saudi Arabia,Abdulrahman Al-Safari,26.0,Attacking Midfield,Al-Qadsiah FC,Saudi Arabia,out,Winter,2019,5837
Damac FC,Saudi Arabia,Babacar Sarr,28.0,Defensive Midfield,Free Agent,Free Agent,out,Winter,2019,5838
Damac FC,Saudi Arabia,Najib Ammari,27.0,Attacking Midfield,Damac U23,Saudi Arabia,out,Winter,2019,5839
Damac FC,Saudi Arabia,Zezinho,27.0,Central Midfield,Free Agent,Free Agent,out,Winter,2019,5840
Damac FC,Saudi Arabia,Rafael Costa,29.0,Central Midfield,Free Agent,Free Agent,out,Winter,2019,5841
Damac FC,Saudi Arabia,Aubin Kouakou,27.0,Defensive Midfield,Free Agent,Free Agent,out,Winter,2019,5842
Al-Raed SFC,Saudi Arabia,Hussain Al-Nakhli,25.0,Left Winger,Ittihad Club,Saudi Arabia,in,Winter,2019,5843
Al-Raed SFC,Saudi Arabia,Khalid Al-Ghamdi,30.0,Right-Back,Al-Nassr,Saudi Arabia,in,Winter,2019,5844
Al-Raed SFC,Saudi Arabia,Sultan Al-Sawadi,27.0,Right Midfield,Al-Wehda,Saudi Arabia,out,Winter,2019,5845
Al-Raed SFC,Saudi Arabia,Yahya Al-Muslem,33.0,Centre-Back,Free Agent,Free Agent,out,Winter,2019,5846
Al-Raed SFC,Saudi Arabia,Abdulsalam Al-Shereaf,29.0,Defence,Free Agent,Free Agent,out,Winter,2019,5847
Al-Shabab FC,Saudi Arabia,Makhete Diop,32.0,Centre-Forward,BJ Renhe,Italy,in,Winter,2019,5848
Al-Shabab FC,Saudi Arabia,Hussain Al-Monassar,25.0,Central Midfield,Al-Faisaly FC,Saudi Arabia,in,Winter,2019,5849
Al-Shabab FC,Saudi Arabia,Somália,31.0,Central Midfield,Ferencváros,Hungary,out,Winter,2019,5850
Al-Shabab FC,Saudi Arabia,Imran Ilyas Bakur Adam,24.0,Left-Back,Damac FC,Saudi Arabia,out,Winter,2019,5851
Al-Shabab FC,Saudi Arabia,Mohammed Al-Sahlawi,33.0,Centre-Forward,Al-Taawoun,Saudi Arabia,out,Winter,2019,5852
Al-Shabab FC,Saudi Arabia,Fahd Ghazi,25.0,Left-Back,Al-Ettifaq,Saudi Arabia,out,Winter,2019,5853
Al-Shabab FC,Saudi Arabia,Mohammed Al-Baqawi,24.0,Right-Back,Al-Fayha,Saudi Arabia,out,Winter,2019,5854
Al-Shabab FC,Saudi Arabia,Mohammed Awaji,25.0,Goalkeeper,Al-Adalah,Saudi Arabia,out,Winter,2019,5855
Al-Shabab FC,Saudi Arabia,Hassan Al-Qead,21.0,Left Winger,Abha,Saudi Arabia,out,Winter,2019,5856
Al-Shabab FC,Saudi Arabia,Valerica Gaman,30.0,Centre-Back,Free Agent,Free Agent,out,Winter,2019,5857
Al-Taawoun FC,Saudi Arabia,Hasan Kadesh,27.0,Left-Back,Al-Hilal,Saudi Arabia,in,Winter,2019,5858
Al-Taawoun FC,Saudi Arabia,Mohammed Al-Sahlawi,33.0,Centre-Forward,Al-Shabab,Saudi Arabia,in,Winter,2019,5859
Al-Taawoun FC,Saudi Arabia,Faisal Darwish,28.0,Right-Back,Al-Wehda,Saudi Arabia,in,Winter,2019,5860
Al-Taawoun FC,Saudi Arabia,Mohammed Abusabaan,30.0,Defensive Midfield,Damac FC,Saudi Arabia,in,Winter,2019,5861
Al-Taawoun FC,Saudi Arabia,Malik Al-Abdulmonem,22.0,Centre-Forward,,,in,Winter,2019,5862
Al-Taawoun FC,Saudi Arabia,Sultan Mandash,25.0,Right Winger,Al-Ahli SFC,Saudi Arabia,in,Winter,2019,5863
Al-Taawoun FC,Saudi Arabia,Thaar Al-Otaibi,20.0,Left Winger,Al-Hilal,Saudi Arabia,in,Winter,2019,5864
Al-Taawoun FC,Saudi Arabia,Madallah Al-Olayan,25.0,Right-Back,Al-Hilal,Saudi Arabia,out,Winter,2019,5865
Al-Taawoun FC,Saudi Arabia,Abdullah Al-Jawaey,23.0,Left Winger,Damac FC,Saudi Arabia,out,Winter,2019,5866
